root,"root node",,0
10093,"actin related protein 2/3 complex subunit 4",v15_40,1
10093,"actin related protein 2/3 complex subunit 4",v16_40,1
10097,"actin related protein 2",v15_40,1
10100,"tetraspanin 2",v10_40,1
10100,"tetraspanin 2",v11_40,1
10100,"tetraspanin 2",v16_40,1
10100,"tetraspanin 2",v20_40,1
10100,"tetraspanin 2",v28_40,1
10100,"tetraspanin 2",v30_40,1
10102,"Ts translation elongation factor, mitochondrial",v06_40,1
10102,"Ts translation elongation factor, mitochondrial",v26_40,1
10103,"tetraspanin 1",v22_40,1
10103,"tetraspanin 1",v30_40,1
10103,"tetraspanin 1",v34_40,1
10103,"tetraspanin 1",v36_40,1
10106,"CTD small phosphatase 2",v24_40,1
10107,"tripartite motif containing 10",v16_40,1
10107,"tripartite motif containing 10",v34_40,1
10107,"tripartite motif containing 10",v38_40,1
10110,"serum/glucocorticoid regulated kinase 2",v38_40,1
10111,"RAD50 double strand break repair protein",v24_40,1
10112,"kinesin family member 20A",v15_40,1
10112,"kinesin family member 20A",v16_40,1
10112,"kinesin family member 20A",v24_40,1
10114,"homeodomain interacting protein kinase 3",v11_40,1
10114,"homeodomain interacting protein kinase 3",v24_40,1
10114,"homeodomain interacting protein kinase 3",v25_40,1
10116,"fem-1 homolog B",v11_40,1
10116,"fem-1 homolog B",v24_40,1
10116,"fem-1 homolog B",v38_40,1
10121,"actin related protein 1A",v06_40,1
10123,"ADP ribosylation factor like GTPase 4C",v14_40,1
10123,"ADP ribosylation factor like GTPase 4C",v15_40,1
10124,"ADP ribosylation factor like GTPase 4A",v24_40,1
10124,"ADP ribosylation factor like GTPase 4A",v40_40,1
10125,"RAS guanyl releasing protein 1",v02_40,1
10125,"RAS guanyl releasing protein 1",v15_40,1
10126,"dynein axonemal light chain 4",v24_40,1
10128,"leucine rich pentatricopeptide repeat containing",v26_40,1
10131,"TNF receptor associated protein 1",v26_40,1
10133,"optineurin",v26_40,1
10136,"chymotrypsin like elastase 3A",v29_40,1
10136,"chymotrypsin like elastase 3A",v38_40,1
10138,"YY1 associated factor 2",v15_40,1
10138,"YY1 associated factor 2",v25_40,1
10141,"long intergenic non-protein coding RNA 1587",v26_40,1
10141,"long intergenic non-protein coding RNA 1587",v38_40,1
10144,"family with sequence similarity 13 member A",v21_40,1
10146,"G3BP stress granule assembly factor 1",v15_40,1
10147,"SURP and G-patch domain containing 2",v24_40,1
10148,"Epstein-Barr virus induced 3",v21_40,1
10149,"adhesion G protein-coupled receptor G2",v06_40,1
10150,"muscleblind like splicing regulator 2",v38_40,1
10152,"abl interactor 2",v24_40,1
10153,"CCAAT enhancer binding protein zeta",v24_40,1
10153,"CCAAT enhancer binding protein zeta",v37_40,1
10154,"plexin C1",v14_40,1
10154,"plexin C1",v16_40,1
10155,"tripartite motif containing 28",v24_40,1
10156,"RAS p21 protein activator 4",v26_40,1
10157,"aminoadipate-semialdehyde synthase",v31_40,1
10158,"PDZK1 interacting protein 1",v34_40,1
10158,"PDZK1 interacting protein 1",v40_40,1
10159,"ATPase H+ transporting accessory protein 2",v36_40,1
10164,"carbohydrate sulfotransferase 4",v31_40,1
10164,"carbohydrate sulfotransferase 4",v38_40,1
10165,"solute carrier family 25 member 13",v31_40,1
10166,"solute carrier family 25 member 15",v24_40,1
10166,"solute carrier family 25 member 15",v29_40,1
10166,"solute carrier family 25 member 15",v31_40,1
10166,"solute carrier family 25 member 15",v36_40,1
10166,"solute carrier family 25 member 15",v38_40,1
10168,"zinc finger protein 197",v26_40,1
10168,"zinc finger protein 197",v38_40,1
10171,"RNA terminal phosphate cyclase like 1",v31_40,1
10174,"sorbin and SH3 domain containing 3",v10_40,1
10174,"sorbin and SH3 domain containing 3",v24_40,1
10178,"teneurin transmembrane protein 1",v02_40,1
10178,"teneurin transmembrane protein 1",v15_40,1
10178,"teneurin transmembrane protein 1",v22_40,1
10178,"teneurin transmembrane protein 1",v31_40,1
10178,"teneurin transmembrane protein 1",v35_40,1
10190,"thioredoxin domain containing 9",v15_40,1
10193,"ring finger protein 41",v02_40,1
10193,"ring finger protein 41",v22_40,1
10196,"protein arginine methyltransferase 3",v36_40,1
10197,"proteasome activator subunit 3",v03_40,1
10197,"proteasome activator subunit 3",v24_40,1
10197,"proteasome activator subunit 3",v26_40,1
10198,"M-phase phosphoprotein 9",v15_40,1
10198,"M-phase phosphoprotein 9",v16_40,1
10198,"M-phase phosphoprotein 9",v24_40,1
10202,"dehydrogenase/reductase 2",v14_40,1
10202,"dehydrogenase/reductase 2",v21_40,1
10202,"dehydrogenase/reductase 2",v31_40,1
10202,"dehydrogenase/reductase 2",v38_40,1
10202,"dehydrogenase/reductase 2",v39_40,1
10202,"dehydrogenase/reductase 2",v40_40,1
10203,"calcitonin receptor like receptor",v32_40,1
10205,"myelin protein zero like 2",v22_40,1
10205,"myelin protein zero like 2",v27_40,1
10206,"tripartite motif containing 13",v24_40,1
10207,"PATJ crumbs cell polarity complex component",v02_40,1
10208,"ubiquitin specific peptidase like 1",v24_40,1
10209,"eukaryotic translation initiation factor 1",v24_40,1
10209,"eukaryotic translation initiation factor 1",v26_40,1
10212,"DExD-box helicase 39A",v15_40,1
10212,"DExD-box helicase 39A",v24_40,1
10214,"SSX family member 3",v24_40,1
10215,"oligodendrocyte transcription factor 2",v01_40,1
10215,"oligodendrocyte transcription factor 2",v02_40,1
10215,"oligodendrocyte transcription factor 2",v03_40,1
10215,"oligodendrocyte transcription factor 2",v04_40,1
10215,"oligodendrocyte transcription factor 2",v07_40,1
10215,"oligodendrocyte transcription factor 2",v38_40,1
10216,"proteoglycan 4",v06_40,1
10216,"proteoglycan 4",v10_40,1
10216,"proteoglycan 4",v17_40,1
10216,"proteoglycan 4",v25_40,1
10216,"proteoglycan 4",v31_40,1
10217,"CTD small phosphatase like",v40_40,1
10218,"angiopoietin like 7",v06_40,1
10219,"killer cell lectin like receptor G1",v14_40,1
10223,"glycoprotein A33",v29_40,1
10223,"glycoprotein A33",v30_40,1
10225,"CD96 molecule",v12_40,1
10225,"CD96 molecule",v14_40,1
10225,"CD96 molecule",v15_40,1
10226,"perilipin 3",v27_40,1
10228,"syntaxin 6",v15_40,1
10228,"syntaxin 6",v27_40,1
10229,"coenzyme Q7, hydroxylase",v22_40,1
10229,"coenzyme Q7, hydroxylase",v24_40,1
10229,"coenzyme Q7, hydroxylase",v26_40,1
10232,"mesothelin",v10_40,1
10232,"mesothelin",v17_40,1
10232,"mesothelin",v23_40,1
10232,"mesothelin",v25_40,1
10232,"mesothelin",v32_40,1
10233,"leucine rich repeat containing 23",v24_40,1
10235,"RAS guanyl releasing protein 2",v12_40,1
10235,"RAS guanyl releasing protein 2",v14_40,1
10235,"RAS guanyl releasing protein 2",v15_40,1
10235,"RAS guanyl releasing protein 2",v16_40,1
10236,"heterogeneous nuclear ribonucleoprotein R",v15_40,1
10238,"DDB1 and CUL4 associated factor 7",v24_40,1
10239,"adaptor related protein complex 3 subunit sigma 2",v38_40,1
10243,"gephyrin",v02_40,1
10244,"Rab9 effector protein with kelch motifs",v31_40,1
10246,"solute carrier family 17 member 2",v31_40,1
10247,"reactive intermediate imine deaminase A homolog",v31_40,1
10247,"reactive intermediate imine deaminase A homolog",v34_40,1
10249,"glycine-N-acyltransferase",v17_40,1
10249,"glycine-N-acyltransferase",v31_40,1
10249,"glycine-N-acyltransferase",v34_40,1
10254,"signal transducing adaptor molecule 2",v24_40,1
10257,"ATP binding cassette subfamily C member 4",v22_40,1
10260,"DENN domain containing 4A",v14_40,1
10260,"DENN domain containing 4A",v15_40,1
10260,"DENN domain containing 4A",v16_40,1
10261,"immunoglobulin superfamily member 6",v12_40,1
10261,"immunoglobulin superfamily member 6",v14_40,1
10261,"immunoglobulin superfamily member 6",v16_40,1
10261,"immunoglobulin superfamily member 6",v32_40,1
10265,"iroquois homeobox 5",v39_40,1
10265,"iroquois homeobox 5",v40_40,1
10266,"receptor activity modifying protein 2",v32_40,1
10268,"receptor activity modifying protein 3",v32_40,1
10270,"A-kinase anchoring protein 8",v21_40,1
10272,"follistatin like 3",v21_40,1
10272,"follistatin like 3",v37_40,1
10274,"stromal antigen 1",v15_40,1
10279,"serine protease 16",v15_40,1
10280,"sigma non-opioid intracellular receptor 1",v31_40,1
10282,"Bet1 golgi vesicular membrane trafficking protein",v21_40,1
10284,"Sin3A associated protein 18",v24_40,1
10285,"survival motor neuron domain containing 1",v15_40,1
10287,"regulator of G protein signaling 19",v12_40,1
10287,"regulator of G protein signaling 19",v14_40,1
10287,"regulator of G protein signaling 19",v16_40,1
10288,"leukocyte immunoglobulin like receptor B2",v14_40,1
10288,"leukocyte immunoglobulin like receptor B2",v16_40,1
10288,"leukocyte immunoglobulin like receptor B2",v32_40,1
10291,"splicing factor 3a subunit 1",v24_40,1
10293,"TRAF interacting protein",v15_40,1
10294,"DnaJ heat shock protein family (Hsp40) member A2",v24_40,1
10295,"branched chain keto acid dehydrogenase kinase",v40_40,1
10297,"APC regulator of WNT signaling pathway 2",v01_40,1
10297,"APC regulator of WNT signaling pathway 2",v02_40,1
10297,"APC regulator of WNT signaling pathway 2",v03_40,1
10297,"APC regulator of WNT signaling pathway 2",v04_40,1
10297,"APC regulator of WNT signaling pathway 2",v07_40,1
10300,"katanin regulatory subunit B1",v24_40,1
10300,"katanin regulatory subunit B1",v38_40,1
10302,"small nuclear RNA activating complex polypeptide 5",v02_40,1
10302,"small nuclear RNA activating complex polypeptide 5",v24_40,1
10302,"small nuclear RNA activating complex polypeptide 5",v26_40,1
10302,"small nuclear RNA activating complex polypeptide 5",v38_40,1
10309,"cyclin O",v24_40,1
10309,"cyclin O",v36_40,1
10311,"VPS26 endosomal protein sorting factor C",v38_40,1
10314,"LanC like 1",v01_40,1
10314,"LanC like 1",v03_40,1
10314,"LanC like 1",v04_40,1
10314,"LanC like 1",v07_40,1
10314,"LanC like 1",v24_40,1
10319,"laminin subunit gamma 3",v21_40,1
10319,"laminin subunit gamma 3",v24_40,1
10319,"laminin subunit gamma 3",v32_40,1
10319,"laminin subunit gamma 3",v37_40,1
10320,"IKAROS family zinc finger 1",v12_40,1
10320,"IKAROS family zinc finger 1",v14_40,1
10320,"IKAROS family zinc finger 1",v15_40,1
10320,"IKAROS family zinc finger 1",v16_40,1
10321,"cysteine rich secretory protein 3",v16_40,1
10321,"cysteine rich secretory protein 3",v23_40,1
10321,"cysteine rich secretory protein 3",v27_40,1
10321,"cysteine rich secretory protein 3",v40_40,1
10322,"SMYD family member 5",v38_40,1
10324,"kelch like family member 41",v19_40,1
10324,"kelch like family member 41",v25_40,1
10324,"kelch like family member 41",v26_40,1
10324,"kelch like family member 41",v27_40,1
10324,"kelch like family member 41",v35_40,1
10326,"signal regulatory protein beta 1",v16_40,1
10326,"signal regulatory protein beta 1",v38_40,1
10328,"ER membrane protein complex subunit 8",v24_40,1
10331,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3",v21_40,1
10332,"C-type lectin domain family 4 member M",v12_40,1
10332,"C-type lectin domain family 4 member M",v31_40,1
10336,"polycomb group ring finger 3",v21_40,1
10343,"polycystin family receptor for egg jelly",v24_40,1
10347,"ATP binding cassette subfamily A member 7",v12_40,1
10347,"ATP binding cassette subfamily A member 7",v14_40,1
10347,"ATP binding cassette subfamily A member 7",v15_40,1
10347,"ATP binding cassette subfamily A member 7",v16_40,1
10347,"ATP binding cassette subfamily A member 7",v35_40,1
10360,"nucleophosmin/nucleoplasmin 3",v38_40,1
10363,"high mobility group 20A",v14_40,1
10363,"high mobility group 20A",v15_40,1
10367,"mitochondrial calcium uptake 1",v02_40,1
10368,"calcium voltage-gated channel auxiliary subunit gamma 3",v01_40,1
10369,"calcium voltage-gated channel auxiliary subunit gamma 2",v01_40,1
10369,"calcium voltage-gated channel auxiliary subunit gamma 2",v02_40,1
10369,"calcium voltage-gated channel auxiliary subunit gamma 2",v03_40,1
10379,"interferon regulatory factor 9",v14_40,1
10381,"tubulin beta 3 class III",v06_40,1
10382,"tubulin beta 4A class IVa",v01_40,1
10382,"tubulin beta 4A class IVa",v02_40,1
10382,"tubulin beta 4A class IVa",v03_40,1
10382,"tubulin beta 4A class IVa",v04_40,1
10382,"tubulin beta 4A class IVa",v06_40,1
10382,"tubulin beta 4A class IVa",v07_40,1
10382,"tubulin beta 4A class IVa",v24_40,1
10382,"tubulin beta 4A class IVa",v37_40,1
10383,"tubulin beta 4B class IVb",v06_40,1
10383,"tubulin beta 4B class IVb",v24_40,1
10384,"butyrophilin subfamily 3 member A3",v14_40,1
10385,"butyrophilin subfamily 2 member A2",v12_40,1
10385,"butyrophilin subfamily 2 member A2",v14_40,1
10388,"synaptonemal complex protein 2",v24_40,1
10388,"synaptonemal complex protein 2",v39_40,1
10389,"Scm polycomb group protein like 2",v24_40,1
10389,"Scm polycomb group protein like 2",v37_40,1
10390,"choline/ethanolamine phosphotransferase 1",v12_40,1
10390,"choline/ethanolamine phosphotransferase 1",v14_40,1
10390,"choline/ethanolamine phosphotransferase 1",v15_40,1
10391,"coronin 2B",v01_40,1
10391,"coronin 2B",v02_40,1
10391,"coronin 2B",v03_40,1
10391,"coronin 2B",v04_40,1
10391,"coronin 2B",v06_40,1
10391,"coronin 2B",v07_40,1
10393,"anaphase promoting complex subunit 10",v24_40,1
10394,"proteoglycan 3, pro eosinophil major basic protein 2",v16_40,1
10400,"phosphatidylethanolamine N-methyltransferase",v31_40,1
10402,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",v21_40,1
10402,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",v31_40,1
10402,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",v40_40,1
10403,"NDC80 kinetochore complex component",v15_40,1
10403,"NDC80 kinetochore complex component",v16_40,1
10403,"NDC80 kinetochore complex component",v20_40,1
10403,"NDC80 kinetochore complex component",v21_40,1
10403,"NDC80 kinetochore complex component",v22_40,1
10403,"NDC80 kinetochore complex component",v24_40,1
10404,"carboxypeptidase Q",v36_40,1
10406,"WAP four-disulfide core domain 2",v40_40,1
10407,"sperm associated antigen 11B",v21_40,1
10407,"sperm associated antigen 11B",v38_40,1
10418,"spondin 1",v23_40,1
10420,"testis associated actin remodelling kinase 2",v22_40,1
10422,"UBA domain containing 1",v16_40,1
10422,"UBA domain containing 1",v24_40,1
10422,"UBA domain containing 1",v26_40,1
10422,"UBA domain containing 1",v27_40,1
10425,"ariadne RBR E3 ubiquitin protein ligase 2",v26_40,1
10426,"tubulin gamma complex associated protein 3",v15_40,1
10426,"tubulin gamma complex associated protein 3",v24_40,1
10427,"SEC24 homolog B, COPII coat complex component",v15_40,1
10435,"CDC42 effector protein 2",v38_40,1
10437,"IFI30 lysosomal thiol reductase",v21_40,1
10437,"IFI30 lysosomal thiol reductase",v32_40,1
10438,"C1D nuclear receptor corepressor",v15_40,1
10438,"C1D nuclear receptor corepressor",v22_40,1
10440,"translocase of inner mitochondrial membrane 17A",v11_40,1
10440,"translocase of inner mitochondrial membrane 17A",v26_40,1
10443,"NEDD4 binding protein 2 like 2",v26_40,1
10444,"zyg-11 related cell cycle regulator",v16_40,1
10444,"zyg-11 related cell cycle regulator",v24_40,1
10445,"microspherule protein 1",v24_40,1
10449,"acetyl-CoA acyltransferase 2",v31_40,1
10449,"acetyl-CoA acyltransferase 2",v34_40,1
10449,"acetyl-CoA acyltransferase 2",v38_40,1
10450,"peptidylprolyl isomerase E",v24_40,1
10451,"vav guanine nucleotide exchange factor 3",v19_40,1
10451,"vav guanine nucleotide exchange factor 3",v21_40,1
10451,"vav guanine nucleotide exchange factor 3",v27_40,1
10451,"vav guanine nucleotide exchange factor 3",v34_40,1
10451,"vav guanine nucleotide exchange factor 3",v39_40,1
10456,"HCLS1 associated protein X-1",v26_40,1
10458,"BAR/IMD domain containing adaptor protein 2",v02_40,1
10458,"BAR/IMD domain containing adaptor protein 2",v27_40,1
10458,"BAR/IMD domain containing adaptor protein 2",v38_40,1
10460,"transforming acidic coiled-coil containing protein 3",v12_40,1
10460,"transforming acidic coiled-coil containing protein 3",v14_40,1
10460,"transforming acidic coiled-coil containing protein 3",v15_40,1
10460,"transforming acidic coiled-coil containing protein 3",v16_40,1
10460,"transforming acidic coiled-coil containing protein 3",v24_40,1
10461,"MER proto-oncogene, tyrosine kinase",v22_40,1
10461,"MER proto-oncogene, tyrosine kinase",v24_40,1
10461,"MER proto-oncogene, tyrosine kinase",v37_40,1
10461,"MER proto-oncogene, tyrosine kinase",v38_40,1
10464,"progesterone immunomodulatory binding factor 1",v24_40,1
10465,"peptidylprolyl isomerase H",v15_40,1
10466,"component of oligomeric golgi complex 5",v20_40,1
10466,"component of oligomeric golgi complex 5",v22_40,1
10466,"component of oligomeric golgi complex 5",v25_40,1
10466,"component of oligomeric golgi complex 5",v40_40,1
10467,"zinc finger HIT-type containing 1",v31_40,1
10468,"follistatin",v31_40,1
10469,"translocase of inner mitochondrial membrane 44",v26_40,1
10471,"prefoldin subunit 6",v24_40,1
10472,"zinc finger and BTB domain containing 18",v02_40,1
10472,"zinc finger and BTB domain containing 18",v15_40,1
10474,"transcriptional adaptor 3",v24_40,1
10481,"homeobox B13",v22_40,1
10481,"homeobox B13",v30_40,1
10483,"SEC23 homolog B, COPII coat complex component",v40_40,1
10485,"MIR9-1 host gene",v01_40,1
10485,"MIR9-1 host gene",v02_40,1
10485,"MIR9-1 host gene",v03_40,1
10485,"MIR9-1 host gene",v04_40,1
10485,"MIR9-1 host gene",v07_40,1
10486,"cyclase associated actin cytoskeleton regulatory protein 2",v26_40,1
10494,"serine/threonine kinase 25",v24_40,1
10494,"serine/threonine kinase 25",v26_40,1
10494,"serine/threonine kinase 25",v36_40,1
10495,"ecto-NOX disulfide-thiol exchanger 2",v11_40,1
10495,"ecto-NOX disulfide-thiol exchanger 2",v38_40,1
10498,"coactivator associated arginine methyltransferase 1",v24_40,1
10498,"coactivator associated arginine methyltransferase 1",v27_40,1
10499,"nuclear receptor coactivator 2",v15_40,1
10499,"nuclear receptor coactivator 2",v22_40,1
10500,"semaphorin 6C",v26_40,1
10505,"ssemaphorin 4F",v35_40,1
10512,"semaphorin 3C",v22_40,1
10513,"amyloid beta precursor protein binding protein 2",v24_40,1
